["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 1","mode 1",1,"port 1",1,"transmission")
(25, 3)
("port 3","mode 1",1,"port 2",1,"transmission")
(25, 3)
1.8737028625000000e+14 2.7504634905049435e-01 2.5186537233693422e+00
1.8789075926736112e+14 2.6992330641626733e-01 2.9466177091702477e+00
1.8841123228472222e+14 2.6403895280131662e-01 3.3804941863673994e+00
1.8893170530208334e+14 2.5850044848643461e-01 3.8095665265179477e+00
1.8945217831944444e+14 2.5322698237608965e-01 4.2433632206354108e+00
1.8997265133680556e+14 2.4750118535817053e-01 4.6748321896283986e+00
1.9049312435416666e+14 2.4253675083428081e-01 5.1074399291647614e+00
1.9101359737152778e+14 2.3701491464304522e-01 5.5417286628685956e+00
1.9153407038888888e+14 2.3199096486418935e-01 5.9731736717117387e+00
1.9205454340625000e+14 2.2699748932779837e-01 6.4095212088923255e+00
1.9257501642361109e+14 2.2170506858230044e-01 6.8409195729770893e+00
1.9309548944097222e+14 2.1732951344238555e-01 7.2777818862130408e+00
1.9361596245833331e+14 2.1182560860133620e-01 7.7107001635308663e+00
1.9413643547569444e+14 2.0788299051570427e-01 8.1465070200635843e+00
1.9465690849305556e+14 2.0247741396044683e-01 8.5819914055335715e+00
1.9517738151041666e+14 1.9862340788742325e-01 9.0162117659416801e+00
1.9569785452777778e+14 1.9365747175683207e-01 9.4540142467337684e+00
1.9621832754513888e+14 1.8961418928113233e-01 9.8873747920570256e+00
1.9673880056250000e+14 1.8527465191915346e-01 1.0326066021830936e+01
1.9725927357986109e+14 1.8098399907139939e-01 1.0760181707400029e+01
1.9777974659722222e+14 1.7719129668501102e-01 1.1197913159773393e+01
1.9830021961458331e+14 1.7284206441253597e-01 1.1634277759161764e+01
1.9882069263194444e+14 1.6930639725466748e-01 1.2069869620174565e+01
1.9934116564930553e+14 1.6521339959210332e-01 1.2508886072450355e+01
1.9986163866666666e+14 1.6161191642399961e-01 1.2942581846420904e+01
("port 3","mode 1",1,"port 4",1,"transmission")
(25, 3)
1.8737028625000000e+14 9.3621797353112279e-01 -7.2084198224481721e-01
1.8789075926736112e+14 9.4060626787730583e-01 -2.2659665882185059e-01
1.8841123228472222e+14 9.4294005395526304e-01 2.6716297882910395e-01
1.8893170530208334e+14 9.4770445928017844e-01 7.6261934462830094e-01
1.8945217831944444e+14 9.4879023607489721e-01 1.2577693497678542e+00
1.8997265133680556e+14 9.5362833031999394e-01 1.7536274224379624e+00
1.9049312435416666e+14 9.5414227079149461e-01 2.2505485010326938e+00
1.9101359737152778e+14 9.5837074731166727e-01 2.7466028397005382e+00
1.9153407038888888e+14 9.5906541928244360e-01 3.2449904131787606e+00
1.9205454340625000e+14 9.6218877652874824e-01 3.7416765141635664e+00
